  4.192 4191.000   0.000
  8.312   20.000   0.000
  8.352   39.000   0.000
  8.372   20.000   0.000
  8.412   39.000   0.000
  8.442   29.000   0.000
  8.482   39.000   0.000
  8.502   20.000   0.000
  8.542   39.000   0.000
  8.562   20.000   0.000
  8.602   39.000   0.000
  8.622   20.000   0.000
  8.662   39.000   0.000
  8.692   29.000   0.000
  8.712   20.000   0.000
  8.752   39.000   0.000
  8.792   39.000   0.000
  8.812   20.000   0.000
  8.853   40.000   0.000
  8.871   18.000   0.000
  8.912   40.000   0.000
  8.942   29.000   0.000
  8.962   20.000   0.000
  9.002   39.000   0.000
  9.022   20.000   0.000
  9.062   40.000   0.000
  9.102   39.000   0.000
  9.122   20.000   0.000
  9.162   39.000   0.000
  9.192   29.000   0.000
  9.212   20.000   0.000
  9.252   39.000   0.000
  9.272   20.000   0.000
  9.312   39.000   0.000
  9.332   20.000   0.000
  9.372   39.000   0.000
  9.412   39.000   0.000
  9.442   29.000   0.000
  9.462   20.000   0.000
  9.502   40.000   0.000
  9.522   19.000   0.000
  9.562   39.000   0.000
  9.582   20.000   0.000
  9.622   39.000   0.000
  9.642   20.000   0.000
  9.692   49.000   0.000
  9.712   20.000   0.000
  9.752   39.000   0.000
  9.772   20.000   0.000
  9.812   39.000   0.000
  9.832   20.000   0.000
  9.872   39.000   0.000
  9.892   20.000   0.000
  9.922   29.000   0.000
  9.962   39.000   0.000
  9.982   20.000   0.000
 10.022   39.000   0.000
 10.062   40.000   0.000
 10.082   19.000   0.000
 10.122   39.000   0.000
 10.142   20.000   0.000
 10.172   29.000   0.000
 10.212   40.000   0.000
 10.232   20.000   0.000
 10.272   39.000   0.000
 10.312   40.000   0.000
 10.332   20.000   0.000
 10.372   39.000   0.000
 10.392   20.000   0.000
 10.422   29.000   0.000
 10.462   40.000   0.000
 10.482   20.000   0.000
 10.522   39.000   0.000
 10.542   20.000   0.000
 10.582   39.000   0.000
 10.622   40.000   0.000
 10.642   20.000   0.000
 10.672   29.000   0.000
 10.712   40.000   0.000
 10.732   20.000   0.000
 10.772   39.000   0.000
 10.792   20.000   0.000
 10.832   39.000   0.000
 10.853   21.000   0.000
 10.892   38.000   0.000
 10.913   21.000   0.000
 10.963   49.000   0.000
 10.983   20.000   0.000
 11.023   40.000   0.000
 11.043   20.000   0.000
 11.083   39.000   0.000
 11.103   20.000   0.000
 11.143   39.000   0.000
 11.163   20.000   0.000
 11.192   29.000   0.000
 11.233   39.000   0.000
 11.273   40.000   0.000
 11.293   20.000   0.000
 11.333   39.000   0.000
 11.352   19.000   0.000
 11.392   40.000   0.000
 11.413   20.000   0.000
 11.442   29.000   0.000
 11.483   39.000   0.000
 11.502   19.000   0.000
 11.543   40.000   0.000
 11.582   39.000   0.000
 11.603   20.000   0.000
 11.642   39.000   0.000
 11.663   20.000   0.000
 11.692   29.000   0.000
 11.732   40.000   0.000
 11.753   20.000   0.000
 11.792   39.000   0.000
 11.813   20.000   0.000
 11.853   39.000   0.000
 11.892   39.000   0.000
 11.913   20.000   0.000
 11.942   29.000   0.000
 11.982   39.000   0.000
 12.002   19.000   0.000
 12.032   30.000   0.000
 12.063   30.000   0.000
 12.102   39.000   0.000
 12.122   20.000   0.000
 12.152   30.000   0.000
 12.192   39.000   0.000
 12.232   40.000   0.000
 12.252   20.000   0.000
 12.282   30.000   0.000
 12.312   30.000   0.000
 12.352   40.000   0.000
 12.372   19.000   0.000
 12.402   30.000   0.000
 12.442   40.000   0.000
 12.462   20.000   0.000
 12.502   40.000   0.000
 12.532   29.000   0.000
 12.562   30.000   0.000
 12.602   39.000   0.000
 12.622   20.000   0.000
 12.652   30.000   0.000
 12.692   39.000   0.000
 12.712   20.000   0.000
 12.742   29.000   0.000
 12.772   30.000   0.000
 12.812   39.000   0.000
 12.853   41.000   0.000
 12.872   18.000   0.000
 12.902   29.000   0.000
 12.942   40.000   0.000
 12.962   20.000   0.000
 12.992   29.000   0.000
 13.022   29.000   0.000
 13.062   40.000   0.000
 13.102   39.000   0.000
 13.122   20.000   0.000
 13.152   30.000   0.000
 13.192   39.000   0.000
 13.212   20.000   0.000
 13.242   29.000   0.000
 13.272   30.000   0.000
 13.312   39.000   0.000
 13.332   19.000   0.000
 13.362   30.000   0.000
 13.402   39.000   0.000
 13.442   40.000   0.000
 13.462   20.000   0.000
 13.492   30.000   0.000
 13.522   29.000   0.000
 13.562   39.000   0.000
 13.582   19.000   0.000
 13.612   30.000   0.000
 13.642   29.000   0.000
 13.672   29.000   0.000
 13.712   40.000   0.000
 13.742   29.000   0.000
 13.772   29.000   0.000
 13.812   39.000   0.000
 13.832   19.000   0.000
 13.862   30.000   0.000
 13.892   29.000   0.000
 13.922   30.000   0.000
 13.952   29.000   0.000
 13.982   29.000   0.000
 14.022   40.000   0.000
 14.062   40.000   0.000
 14.082   19.000   0.000
 14.112   30.000   0.000
 14.142   29.000   0.000
 14.172   29.000   0.000
 14.202   30.000   0.000
 14.232   29.000   0.000
 14.272   40.000   0.000
 14.292   19.000   0.000
 14.332   39.000   0.000
 14.362   30.000   0.000
 14.392   29.000   0.000
 14.422   29.000   0.000
 14.452   30.000   0.000
 14.482   30.000   0.000
 14.522   40.000   0.000
 14.542   19.000   0.000
 14.572   29.000   0.000
 14.602   29.000   0.000
 14.642   39.000   0.000
 14.672   29.000   0.000
 14.702   30.000   0.000
 14.732   29.000   0.000
 14.772   40.000   0.000
 14.792   19.000   0.000
 14.822   30.000   0.000
 14.853   30.000   0.000
 14.892   38.000   0.000
 14.913   21.000   0.000
 14.943   29.000   0.000
 14.983   39.000   0.000
 15.022   39.000   0.000
 15.043   21.000   0.000
 15.073   29.000   0.000
 15.103   29.000   0.000
 15.143   40.000   0.000
 15.163   20.000   0.000
 15.193   29.000   0.000
 15.233   39.000   0.000
 15.253   19.000   0.000
 15.293   39.000   0.000
 15.323   30.000   0.000
 15.353   30.000   0.000
 15.393   39.000   0.000
 15.413   20.000   0.000
 15.443   29.000   0.000
 15.483   39.000   0.000
 15.502   19.000   0.000
 15.533   30.000   0.000
 15.562   30.000   0.000
 15.603   39.000   0.000
 15.643   39.000   0.000
 15.663   20.000   0.000
 15.692   30.000   0.000
 15.733   39.000   0.000
 15.753   20.000   0.000
 15.782   29.000   0.000
 15.812   30.000   0.000
 15.853   39.000   0.000
 15.873   20.000   0.000
 15.913   40.000   0.000
 15.942   29.000   0.000
 15.983   39.000   0.000
 16.002   19.000   0.000
 16.033   30.000   0.000
 16.063   30.000   0.000
 16.102   39.000   0.000
 16.123   20.000   0.000
 16.152   29.000   0.000
 16.192   39.000   0.000
 16.232   39.000   0.000
 16.252   20.000   0.000
 16.282   30.000   0.000
 16.312   30.000   0.000
 16.353   40.000   0.000
 16.372   19.000   0.000
 16.402   30.000   0.000
 16.442   39.000   0.000
 16.462   20.000   0.000
 16.492   30.000   0.000
 16.532   39.000   0.000
 16.562   30.000   0.000
 16.602   39.000   0.000
 16.622   19.000   0.000
 16.652   30.000   0.000
 16.692   39.000   0.000
 16.712   20.000   0.000
 16.742   29.000   0.000
 16.772   30.000   0.000
 16.812   39.000   0.000
 16.853   41.000   0.000
 16.872   18.000   0.000
 16.902   29.000   0.000
 16.942   40.000   0.000
 16.962   20.000   0.000
 16.992   29.000   0.000
 17.022   29.000   0.000
 17.063   40.000   0.000
 17.082   19.000   0.000
 17.112   30.000   0.000
 17.152   39.000   0.000
 17.192   39.000   0.000
 17.212   20.000   0.000
 17.242   30.000   0.000
 17.272   29.000   0.000
 17.312   40.000   0.000
 17.332   19.000   0.000
 17.362   30.000   0.000
 17.392   29.000   0.000
 17.422   30.000   0.000
 17.462   39.000   0.000
 17.492   30.000   0.000
 17.522   29.000   0.000
 17.562   39.000   0.000
 17.582   19.000   0.000
 17.612   30.000   0.000
 17.642   29.000   0.000
 17.672   29.000   0.000
 17.702   30.000   0.000
 17.742   40.000   0.000
 17.772   29.000   0.000
 17.812   39.000   0.000
 17.832   19.000   0.000
 17.862   30.000   0.000
 17.892   29.000   0.000
 17.922   30.000   0.000
 17.952   29.000   0.000
 17.982   29.000   0.000
 18.022   40.000   0.000
 18.062   40.000   0.000
 18.082   19.000   0.000
 18.112   30.000   0.000
 18.142   29.000   0.000
 18.172   29.000   0.000
 18.202   30.000   0.000
 18.232   29.000   0.000
 18.272   40.000   0.000
 18.292   19.000   0.000
 18.322   30.000   0.000
 18.362   40.000   0.000
 18.392   29.000   0.000
 18.422   29.000   0.000
 18.452   30.000   0.000
 18.482   30.000   0.000
 18.522   39.000   0.000
 18.542   19.000   0.000
 18.572   30.000   0.000
 18.602   29.000   0.000
 18.642   39.000   0.000
 18.672   29.000   0.000
 18.702   30.000   0.000
 18.732   29.000   0.000
 18.772   40.000   0.000
 18.792   19.000   0.000
 18.822   30.000   0.000
 18.853   30.000   0.000
 18.892   38.000   0.000
 18.913   21.000   0.000
 18.943   29.000   0.000
 18.983   39.000   0.000
 19.022   39.000   0.000
 19.043   21.000   0.000
 19.073   29.000   0.000
 19.103   29.000   0.000
 19.143   40.000   0.000
 19.163   20.000   0.000
 19.193   29.000   0.000
 19.233   40.000   0.000
 19.253   19.000   0.000
 19.283   30.000   0.000
 19.323   39.000   0.000
 19.353   30.000   0.000
 19.393   39.000   0.000
 19.413   20.000   0.000
 19.442   29.000   0.000
 19.483   39.000   0.000
 19.502   19.000   0.000
 19.533   30.000   0.000
 19.562   30.000   0.000
 19.603   39.000   0.000
 19.643   40.000   0.000
 19.663   20.000   0.000
 19.692   29.000   0.000
 19.733   39.000   0.000
 19.752   20.000   0.000
 19.783   30.000   0.000
 19.812   30.000   0.000
 19.853   39.000   0.000
 19.873   20.000   0.000
 19.902   29.000   0.000
 19.943   40.000   0.000
 19.973   29.000   0.000
 20.002   29.000   0.000
 20.032   30.000   0.000
 20.063   30.000   0.000
 20.102   39.000   0.000
 20.122   20.000   0.000
 20.152   29.000   0.000
 20.192   39.000   0.000
 20.212   20.000   0.000
 20.252   39.000   0.000
 20.282   30.000   0.000
 20.313   30.000   0.000
 20.353   40.000   0.000
 20.372   19.000   0.000
 20.402   29.000   0.000
 20.442   40.000   0.000
 20.462   20.000   0.000
 20.492   29.000   0.000
 20.522   30.000   0.000
 20.562   39.000   0.000
 20.602   39.000   0.000
 20.622   19.000   0.000
 20.652   29.000   0.000
 20.692   40.000   0.000
 20.712   20.000   0.000
 20.742   29.000   0.000
 20.772   30.000   0.000
 20.802   29.000   0.000
 20.832   29.000   0.000
 20.872   40.000   0.000
 20.902   29.000   0.000
 20.942   40.000   0.000
 20.962   20.000   0.000
 20.992   29.000   0.000
 21.022   29.000   0.000
 21.052   29.000   0.000
 21.082   29.000   0.000
 21.112   30.000   0.000
 21.142   29.000   0.000
 21.192   49.000   0.000
 21.212   20.000   0.000
 21.242   30.000   0.000
 21.272   29.000   0.000
 21.302   29.000   0.000
 21.332   29.000   0.000
 21.362   30.000   0.000
 21.392   29.000   0.000
 21.422   30.000   0.000
 21.452   30.000   0.000
 21.492   40.000   0.000
 21.522   30.000   0.000
 21.552   29.000   0.000
 21.582   29.000   0.000
 21.612   30.000   0.000
 21.642   29.000   0.000
 21.672   29.000   0.000
 21.702   30.000   0.000
 21.732   29.000   0.000
 21.772   40.000   0.000
 21.802   29.000   0.000
 21.832   29.000   0.000
 21.862   30.000   0.000
 21.892   29.000   0.000
 21.922   30.000   0.000
 21.952   29.000   0.000
 21.982   30.000   0.000
 22.022   40.000   0.000
 22.042   19.000   0.000
 22.082   39.000   0.000
 22.112   30.000   0.000
 22.142   29.000   0.000
 22.172   29.000   0.000
 22.202   29.000   0.000
 22.232   29.000   0.000
 22.272   40.000   0.000
 22.292   19.000   0.000
 22.322   29.000   0.000
 22.352   30.000   0.000
 22.392   39.000   0.000
 22.422   30.000   0.000
 22.452   29.000   0.000
 22.482   29.000   0.000
 22.522   40.000   0.000
 22.542   19.000   0.000
 22.572   29.000   0.000
 22.602   30.000   0.000
 22.632   29.000   0.000
 22.662   30.000   0.000
 22.702   39.000   0.000
 22.732   30.000   0.000
 22.772   39.000   0.000
 22.792   19.000   0.000
 22.822   29.000   0.000
 22.853   31.000   0.000
 22.882   29.000   0.000
 22.913   31.000   0.000
 22.943   29.000   0.000
 22.973   29.000   0.000
 23.022   49.000   0.000
 23.043   21.000   0.000
 23.065   22.000   0.000
 23.103   37.000   0.000
 23.133   30.000   0.000
 23.163   30.000   0.000
 23.193   29.000   0.000
 23.223   30.000   0.000
 23.253   29.000   0.000
 23.283   30.000   0.000
 23.313   30.000   0.000
 23.353   39.000   0.000
 23.383   29.000   0.000
 23.413   30.000   0.000
 23.442   30.000   0.000
 23.473   29.000   0.000
 23.502   29.000   0.000
 23.532   30.000   0.000
 23.563   30.000   0.000
 23.602   39.000   0.000
 23.622   19.000   0.000
 23.663   40.000   0.000
 23.692   30.000   0.000
 23.723   29.000   0.000
 23.752   29.000   0.000
 23.782   29.000   0.000
 23.813   30.000   0.000
 23.852   39.000   0.000
 23.873   20.000   0.000
 23.902   29.000   0.000
 23.943   40.000   0.000
 23.973   29.000   0.000
 24.002   30.000   0.000
 24.032   29.000   0.000
 24.063   30.000   0.000
 24.102   39.000   0.000
 24.122   20.000   0.000
 24.152   29.000   0.000
 24.192   39.000   0.000
 24.212   20.000   0.000
 24.243   29.000   0.000
 24.282   39.000   0.000
 24.312   30.000   0.000
 24.352   40.000   0.000
 24.372   19.000   0.000
 24.402   29.000   0.000
 24.442   40.000   0.000
 24.462   20.000   0.000
 24.492   29.000   0.000
 24.522   30.000   0.000
 24.552   29.000   0.000
 24.602   49.000   0.000
 24.622   19.000   0.000
 24.653   30.000   0.000
 24.692   39.000   0.000
 24.712   20.000   0.000
 24.742   29.000   0.000
 24.772   30.000   0.000
 24.802   29.000   0.000
 24.832   29.000   0.000
 24.862   30.000   0.000
 24.902   39.000   0.000
 24.942   40.000   0.000
 24.962   20.000   0.000
 24.992   29.000   0.000
 25.022   30.000   0.000
 25.052   29.000   0.000
 25.082   29.000   0.000
 25.112   30.000   0.000
 25.142   29.000   0.000
 25.172   29.000   0.000
 25.212   40.000   0.000
 25.242   29.000   0.000
 25.272   30.000   0.000
 25.302   29.000   0.000
 25.332   29.000   0.000
 25.362   30.000   0.000
 25.392   29.000   0.000
 25.422   30.000   0.000
 25.452   29.000   0.000
 25.492   40.000   0.000
 25.522   30.000   0.000
 25.552   29.000   0.000
 25.582   29.000   0.000
 25.612   30.000   0.000
 25.642   29.000   0.000
 25.672   29.000   0.000
 25.702   30.000   0.000
 25.732   29.000   0.000
 25.772   40.000   0.000
 25.802   29.000   0.000
 25.832   29.000   0.000
 25.862   30.000   0.000
 25.892   29.000   0.000
 25.922   30.000   0.000
 25.952   29.000   0.000
 25.982   30.000   0.000
 26.022   40.000   0.000
 26.042   20.000   0.000
 26.072   29.000   0.000
 26.112   40.000   0.000
 26.142   29.000   0.000
 26.172   29.000   0.000
 26.202   29.000   0.000
 26.232   29.000   0.000
 26.272   40.000   0.000
 26.292   19.000   0.000
 26.322   29.000   0.000
 26.352   30.000   0.000
 26.382   29.000   0.000
 26.422   39.000   0.000
 26.452   30.000   0.000
 26.482   29.000   0.000
 26.522   40.000   0.000
 26.542   19.000   0.000
 26.572   29.000   0.000
 26.602   30.000   0.000
 26.632   29.000   0.000
 26.662   29.000   0.000
 26.692   29.000   0.000
 26.732   39.000   0.000
 26.772   40.000   0.000
 26.792   19.000   0.000
 26.822   29.000   0.000
 26.853   31.000   0.000
 26.882   29.000   0.000
 26.913   31.000   0.000
 26.943   29.000   0.000
 26.973   29.000   0.000
 27.002   29.000   0.000
 27.033   30.000   0.000
 27.073   39.000   0.000
 27.103   29.000   0.000
 27.133   30.000   0.000
 27.163   30.000   0.000
 27.193   29.000   0.000
 27.223   29.000   0.000
 27.253   29.000   0.000
 27.283   30.000   0.000
 27.313   30.000   0.000
 27.353   39.000   0.000
 27.383   29.000   0.000
 27.413   30.000   0.000
 27.443   30.000   0.000
 27.473   29.000   0.000
 27.502   29.000   0.000
 27.532   30.000   0.000
 27.563   30.000   0.000
 27.603   39.000   0.000
 27.622   19.000   0.000
 27.653   29.000   0.000
 27.692   39.000   0.000
 27.723   30.000   0.000
 27.752   29.000   0.000
 27.782   29.000   0.000
 27.813   30.000   0.000
 27.853   40.000   0.000
 27.873   19.000   0.000
 27.902   29.000   0.000
 27.943   40.000   0.000
 27.963   20.000   0.000
 28.002   39.000   0.000
 28.032   30.000   0.000
 28.063   30.000   0.000
 28.102   39.000   0.000
 28.122   20.000   0.000
 28.152   29.000   0.000
 28.192   40.000   0.000
 28.212   20.000   0.000
 28.242   29.000   0.000
 28.272   30.000   0.000
 28.313   39.000   0.000
 28.352   40.000   0.000
 28.372   19.000   0.000
 28.402   29.000   0.000
 28.442   40.000   0.000
 28.462   20.000   0.000
 28.492   29.000   0.000
 28.522   30.000   0.000
 28.552   29.000   0.000
 28.582   29.000   0.000
 28.622   40.000   0.000
 28.652   29.000   0.000
 28.692   39.000   0.000
 28.712   20.000   0.000
 28.742   29.000   0.000
 28.772   30.000   0.000
 28.802   30.000   0.000
 28.832   29.000   0.000
 28.861   29.000   0.000
 28.892   30.000   0.000
 28.942   50.000   0.000
 28.962   20.000   0.000
 28.992   30.000   0.000
 29.022   29.000   0.000
 29.052   29.000   0.000
 29.082   29.000   0.000
 29.112   30.000   0.000
 29.142   29.000   0.000
 29.172   29.000   0.000
 29.202   30.000   0.000
 29.242   39.000   0.000
 29.272   30.000   0.000
 29.302   29.000   0.000
 29.332   29.000   0.000
 29.362   30.000   0.000
 29.392   29.000   0.000
 29.422   30.000   0.000
 29.452   30.000   0.000
 29.482   29.000   0.000
 29.522   40.000   0.000
 29.552   29.000   0.000
 29.582   29.000   0.000
 29.612   30.000   0.000
 29.642   29.000   0.000
 29.672   29.000   0.000
 29.702   30.000   0.000
 29.732   29.000   0.000
 29.772   40.000   0.000
 29.792   19.000   0.000
 29.832   39.000   0.000
 29.862   30.000   0.000
 29.892   29.000   0.000
 29.922   30.000   0.000
 29.952   29.000   0.000
 29.982   30.000   0.000
 30.022   40.000   0.000
 30.042   20.000   0.000
 30.072   29.000   0.000
 30.102   29.000   0.000
 30.142   40.000   0.000
 30.172   29.000   0.000
 30.202   29.000   0.000
 30.232   29.000   0.000
 30.272   40.000   0.000
 30.292   19.000   0.000
 30.322   29.000   0.000
 30.352   30.000   0.000
 30.382   29.000   0.000
 30.412   29.000   0.000
 30.452   39.000   0.000
 30.482   29.000   0.000
 30.522   40.000   0.000
 30.542   19.000   0.000
 30.572   29.000   0.000
 30.602   30.000   0.000
 30.632   29.000   0.000
 30.662   30.000   0.000
 30.692   29.000   0.000
 30.722   29.000   0.000
 30.772   50.000   0.000
 30.792   19.000   0.000
 30.815   23.000   0.000
 30.853   37.000   0.000
 30.882   29.000   0.000
 30.913   31.000   0.000
 30.942   28.000   0.000
 30.973   30.000   0.000
 31.002   29.000   0.000
 31.033   30.000   0.000
 31.063   30.000   0.000
 31.103   39.000   0.000
 31.133   30.000   0.000
 31.163   29.000   0.000
 31.193   29.000   0.000
 31.223   30.000   0.000
 31.253   29.000   0.000
 31.283   30.000   0.000
 31.313   30.000   0.000
 31.353   39.000   0.000
 31.372   19.000   0.000
 31.413   40.000   0.000
 31.442   29.000   0.000
 31.473   29.000   0.000
 31.502   29.000   0.000
 31.532   30.000   0.000
 31.563   30.000   0.000
 31.602   39.000   0.000
 31.622   20.000   0.000
 31.653   29.000   0.000
 31.692   39.000   0.000
 31.723   30.000   0.000
 31.752   29.000   0.000
 31.782   29.000   0.000
 31.813   30.000   0.000
 31.853   40.000   0.000
 31.873   19.000   0.000
 31.902   29.000   0.000
 31.943   40.000   0.000
 31.962   20.000   0.000
 31.993   29.000   0.000
 32.032   39.000   0.000
 32.063   30.000   0.000
 32.102   39.000   0.000
 32.122   19.000   0.000
 32.152   29.000   0.000
 32.192   39.000   0.000
 32.212   20.000   0.000
 32.242   29.000   0.000
 32.272   30.000   0.000
 32.303   29.000   0.000
 32.353   50.000   0.000
 32.372   19.000   0.000
 32.403   30.000   0.000
 32.442   39.000   0.000
 32.462   20.000   0.000
 32.492   30.000   0.000
 32.522   29.000   0.000
 32.552   29.000   0.000
 32.582   29.000   0.000
 32.612   30.000   0.000
 32.652   39.000   0.000
 32.692   39.000   0.000
 32.712   20.000   0.000
 32.742   29.000   0.000
 32.772   30.000   0.000
 32.802   29.000   0.000
 32.832   29.000   0.000
 32.861   29.000   0.000
 32.892   30.000   0.000
 32.922   30.000   0.000
 32.962   39.000   0.000
 32.992   29.000   0.000
 33.022   30.000   0.000
 33.052   29.000   0.000
 33.082   29.000   0.000
 33.112   30.000   0.000
 33.142   29.000   0.000
 33.172   29.000   0.000
 33.202   30.000   0.000
 33.232   29.000   0.000
 33.272   40.000   0.000
 33.302   29.000   0.000
 33.332   29.000   0.000
 33.362   30.000   0.000
 33.392   29.000   0.000
