0,1,1,27,0,0,1,1,516994,-1,-1,-1,-1,-1,-1
0,1,2,27,0,0,1,1,516994,-1,-1,-1,-1,-1,-1
0,6,1,20,0,0,1,1,474876,-1,-1,-1,-1,-1,-1
0,6,2,20,0,0,1,1,474876,-1,-1,-1,-1,-1,-1
0,11,1,26,0,0,1,2,464200,-1,-1,-1,-1,-1,-1
0,16,1,26,0,0,1,2,421972,-1,-1,-1,-1,-1,-1
0,21,1,34,0,0,1,2,406009,-1,-1,-1,-1,-1,-1
0,26,1,26,0,0,1,3,369160,-1,-1,-1,-1,-1,-1
0,31,1,29,0,0,1,3,321591,-1,-1,-1,-1,-1,-1
0,36,1,29,0,0,1,4,321591,-1,-1,-1,-1,-1,-1
0,41,1,29,0,0,1,4,321591,-1,-1,-1,-1,-1,-1
0,46,1,29,0,0,1,5,321591,-1,-1,-1,-1,-1,-1
0,51,1,29,0,0,1,5,321591,-1,-1,-1,-1,-1,-1
0,56,1,29,0,0,1,5,321591,-1,-1,-1,-1,-1,-1

